"","id","original","processed"
"194","194","Obama ""supports hate-crimes expansion ... potentially putting churches at risk if they preach the truth about homosexuality.""","obama supports hate-crimes expansion ... potentially putting churches risk preach truth homosexuality focus family action"
"195","195","Obama supports ""teaching schoolchildren — in 2nd grade, no less — about homosexual relationships.""","obama supports teaching schoolchildren 2nd grade less homosexual relationships focus family action"
"196","196","""Among his (Obama's) pet projects is a bill ... which would commit the U.S. to spending 0.7 percent of gross national product on foreign aid.""","among obama pet projects bill ... would commit u.s. spending 0.7 percent gross national product foreign aid focus family action"
"197","197","McCain's ""plan for the economy is to extend George Bush's tax cuts for billionaires and give a $100-billion additional corporate tax cut.""","mccain plan economy extend george bush tax cuts billionaires give 100-billion additional corporate tax cut hillary clinton"
"198","198","Obama ""has no experience or background at all in national security affairs.""","obama experience background national security affairs john mccain"
"199","199","""The Children's Defense Fund rated McCain as the worst senator in Congress for children.""","the children defense fund rated mccain worst senator congress children moveon.org"
"200","200","John McCain, ""one of the richest people in a Senate filled with millionaires,"" says the solution to the housing crisis is for people to get a ""second job"" and ""skip their vacations.""","john mccain one richest people senate filled millionaires says solution housing crisis people get second job skip vacations moveon.org"
"201","201","""He positions himself as pro environment, but he scored a zero — yes, zero — from the League of Conservation Voters last year.""","positions pro environment scored zero yes zero league conservation voters last year moveon.org"
"202","202","""I actually started criticizing the war in Iraq before (Obama) did.""","actually started criticizing war iraq obama hillary clinton"
"203","203","""The pastor McCain calls his 'spiritual guide,' Rod Parsley, believes America's founding mission is to destroy Islam, which he calls a 'false religion.' ""","the pastor mccain calls 'spiritual guide rod parsley believes america founding mission destroy islam calls 'false religion moveon.org"
"204","204","""John McCain voted against establishing a national holiday in honor of Dr. Martin Luther King, Jr.""","john mccain voted establishing national holiday honor dr. martin luther king jr. moveon.org"
"205","205","""McCain opposes a woman's right to choose.""","mccain opposes woman right choose moveon.org"
"206","206","McCain sought the political support of minister John Hagee, ""who believes Hurricane Katrina was God's punishment for gay rights and called the Catholic Church 'the Antichrist' and a 'false cult.'""","mccain sought political support minister john hagee believes hurricane katrina god punishment gay rights called catholic church 'the antichrist 'false cult moveon.org"
"207","207","McCain ""voted against a bill to ban waterboarding, and then applauded President Bush for vetoing that ban.""","mccain voted bill ban waterboarding applauded president bush vetoing ban moveon.org"
"208","208","Democrats' budget resolution would raise America's tax bill by ""$500-billion.""","democrats budget resolution would raise america tax bill 500-billion john mccain"
"209","209","Barack Obama's network of small donors constitutes a ""parallel public financing system.""","barack obama network small donors constitutes parallel public financing system barack obama"
"210","210","If the U.S. stops adding to the Strategic Petroleum Reserve, it ""will lessen worldwide demand for oil"" and reduce prices.","u.s. stops adding strategic petroleum reserve lessen worldwide demand oil reduce prices john mccain"
"211","211","""I'm the product of a mixed marriage that would have been illegal in 12 states when I was born.""","product mixed marriage would illegal states born barack obama"
"212","212","""Hillary (Clinton), one time late at night when she was exhausted, misstated and immediately apologized for it, what happened to her in Bosnia in 1995.""","hillary clinton one time late night exhausted misstated immediately apologized happened bosnia bill clinton"
